의료기관명,방문 횟수
연세플러스비뇨기과의원,0
우리부부치과병원,0
본한의원,0
이종우한의원,0
춘천클라인치과병원,0
누누베베소아과의원,0
예인미의원,0
동의보감한의원,0
김미소치과병원,0
사랑샘안과의원,0
참좋은치과병원,0
모아한의원,0
선메디라인의원,0
튼튼정형외과의원,0
한마음연합의원,0
피부사랑피부과의원,0
연세이튼치과병원,0
으뜸한의원,0
아산마취통증의학과의원,0
예손정형외과의원,0
에뉴치과병원,0
두리의원,0
리온재활의학과의원,0
전창호내과의원,0
그랜드연합의원,0
연세준치과병원,0
김현민정형외과의원,0
백미치과병원,0
스마일100 치과병원,0
유디중앙로치과병원,0
청담한의원,0
비담한의원,0
미앤아이 의원,0
미사랑의원,0
춘천정신건강의학과의원,0
삼성연합의원,0
다나신경외과의원,0
신맥한의원,0
구구플란트치과병원,0
연세이상무신경과의원,0
다나연세의원,0
김성중내과의원,0
참조은의원,0
한빛의원,0
주니스의원,0
연세새로이치과병원,0
하이치과병원,0
제이여성의원,0
예사랑내과의원,0
한마음 소아청소년과의원,0
아들딸한의원,0
홍내과의원,0
유생단한의원,0
다나치과병원,0
한국건강관리협회 건강증진치과병원,0
희한의원,0
정창우한의원,0
함소아한의원,0
라임구구치과병원,0
박관영정형외과의원,0
윤덕형내과의원,0
혜명한의원,0
하늘봄한의원,0
후한의원,0
아름다운피부과의원,0
원필준치과교정과치과병원,0
본수치과병원,0
춘천마음벗의원,0
메이시스치과병원,0
화이트치과병원,0
춘천우리한의원,0
연세하루치과병원,0
하나큐치과병원,0
춘천밝은안과의원,0
서울미래치과병원,0
주안내과의원,0
춘천한의원,0
발효명가 중화한의원,0
거두리한의원,0
서울우리치과병원,0
경희코스모스한의원,0
김형수한의원,0
세중힐링의원,0
365성모가정의학과의원,0
닥터유치과병원,0
바른이치과교정과치과병원,0
봄내사랑의원,0
늘좋은치과병원,0
소양한의원,0
셀레스의원,0
NY드림치과병원,0
BE 우리안과의원,0
오케이정형외과의원,0
드림아이안과의원,0
청담엠의원,0
김진봉내과의원,0
햇살따뜻한의원,0
연세통증의학과의원,0
피브로 한의원,0
미가람여성한의원,0
온누리한의원,0
서울효치과병원,0
중앙한의원,0
다솜한의원,0
경희진한의원,0
후평한의원,0
가가연의원,0
류수정안과의원,0
명석진 내과의원,0
광동한의원,0
봄내아이 소아청소년과의원,0
굿모닝의원,0
정봉기내과의원,0
서울부부치과병원,0
춘천우리마취통증의학과의원,0
서울아산내과의원,0
서울진마취통증의학과의원,0
중화당한의원,0
오영기한의원,0
박영준이비인후과의원,0
오훈정형외과의원,0
피에로한의원,0
강남세종한의원,0
바른서울효치과교정과치과병원,0
수앤영산부인과의원,0
봄치과병원,0
YS김안과의원,0
라파스가정의학과의원,0
보연당한의원,0
이앤신 소아청소년과의원,0
명인한의원,0
한림피부과의원,0
근로복지공단 태백병원,0
자혜의원,0
태백시보건소,0
경희한의원,0
제생한의원,0
정치과병원,0
한독의원,0
김종호치과병원,0
태백현대의원,0
김병호내과의원,0
김수일신경외과의원,0
황지치과병원,0
태백당한의원,0
경희혜성한의원,0
연세치과병원,0
중앙방사선과의원,0
김현진치과병원,0
류상우소아청소년과의원,0
예일안과의원,0
연세이앤피의원,0
한빛의원,0
정대진비뇨기과의원,0
문민규정형외과의원,0
우리들의원,0
이화코난소아청소년과의원,0
이이비인후과의원,0
한마음산부인과의원,0
상아치과병원,0
황지한의원,0
민치과병원,0
태백밝은안과의원,0
하늘토한의원,0
미소치과병원,0
진의원,0
정내과의원,0
미소외과의원,0
경희으뜸한의원,0
서울경희치과병원,0
튼튼소아청소년과의원,0
신태백병원,0
가온의원,0
제일정신건강의학과의원,0
평창군보건의료원,0
계촌보건진료소,0
속사보건진료소,0
유천보건진료소,0
면온보건진료소,0
수항보건진료소,0
하안미보건진료소,0
미탄보건지소,0
다수보건진료소,0
도돈보건진료소,0
용평보건지소,0
고길보건진료소,0
개수보건진료소,0
거문보건진료소,0
두일보건진료소,0
용산보건진료소,0
진부보건지소,0
신리보건진료소,0
등매보건진료소,0
대화보건지소,0
김인창치과병원,0
봉평보건지소,0
대관령보건지소,0
방림보건지소,0
양성진치과병원,0
부부치과병원,0
진부한의원,0
임재윤치과병원,0
횡계의원,0
서울의원,0
진부정형외과의원,0
평창의원,0
대화한의원,0
한사랑의원,0
진부연세내과의원,0
우리의원,0
평창한의원,0
장생한의원,0
장평한의원,0
미소치과병원,0
웅치과병원,0
건영한의원,0
진부성심의원,0
편한의원,0
올리브치과병원,0
대화연세의원,0
진부명인당한의원,0
용평한의원,0
장평치과병원,0
삼성연합의원,0
소망의원,0
중앙내과의원,0
우리들치과병원,0
횡계고려의원,0
중앙의원,0
대관령횡계한의원,0
백오한의원,0
봉평수치과병원,0
박찬우신경외과의원,0
새샘의원,0
김강용치과병원,0
홍천아산병원,0
서울치과병원,0
송재용치과병원,0
경희한의원,0
송이비인후과의원,0
윤성일정형외과의원,0
성모의원,0
성심한의원,0
국군홍천병원,0
창촌의원,0
경인한의원,0
황치과병원,0
한비뇨기과의원,0
현대치과병원,0
명서한의원,0
제일의원,0
박영록신경외과의원,0
서울정형외과의원,0
탁치과병원,0
한림중앙의원,0
양학석영상의학과,0
한림내과의원,0
서울의원,0
호산외과의원,0
서울삼성내과의원,0
홍천연세안과의원,0
연호요양병원,0
홍천치과병원,0
서울내과의원,0
성심의원,0
최귀현치과병원,0
서석중앙치과병원,0
한빛한의원,0
주민하내과의원,0
황이비인후과의원,0
모아산부인과의원,0
서울안과의원,0
홍천한의원,0
연세한의원,0
정성마취통증의학과의원,0
다나치과병원,0
서석한의원,0
바른손치과병원,0
중앙한의원,0
해원한의원,0
효제요양병원,0
아름다운병원,0
연세우리비뇨기과,0
홍천요양병원,0
김경수치과병원,0
중앙치과병원,0
내면우리한의원,0
키즈메디소아청소년과의원,0
기린소아청소년과의원,0
연세정신건강의학과,0
삼성마취통증의학과의원,0
서울명문치과병원,0
우리들가정의학과의원,0
비발디닥터미의원,0
미소치과병원,0
화천보건의료원,0
김석주의원,0
중앙의원,0
정외과의원,0
한마음한의원,0
화천내과의원,0
권치과병원,0
화천한의원,0
엄경태의원,0
이상혁의원,0
친절한치과병원,0
용치과병원,0
우리한의원,0
행복한부부치과병원,0
화천연세의원,0
한림성심의원,0
이편한치과병원,0
횡성군보건소,0
횡성군 우천보건지소,0
횡성군 정금보건진료소,0
횡성군 가곡보건진료소,0
횡성군 추동보건진료소,0
횡성군 화동보건진료소,0
횡성군 하대보건진료소,0
횡성군 안흥보건지소,0
횡성군 둔내보건지소,0
횡성군 청일보건지소,0
횡성군 서원보건지소,0
횡성군 유현보건진료소,0
횡성군 봉덕보건진료소,0
횡성군 갑천보건지소,0
횡성군 공근보건지소,0
횡성대성병원,0
횡성군 강림보건지소,0
횡성군 소사보건진료소,0
세종의원,0
횡성치과병원,0
이플란트지연치과병원,0
횡성한의원,0
심명규의원,0
횡성정형외과의원,0
현대치과병원,0
둔내제일의원,0
다래한의원,0
횡성중앙의원,0
섬강한의원,0
유소아청소년과의원,0
횡성내과의원,0
동아한의원,0
느티나무한의원,0
김경태내과의원,0
경희한의원,0
김이비인후과의원,0
설백한의원,0
성심안과의원,0
성보한의원,0
하나의원,0
형제치과병원,0
안흥한의원,0
우리치과병원,0
한마음 치과병원,0
횡성삼성병원,0
우리의원,0
둔내한의원,0
서울수치과병원,0
횡성하나요양병원,0
평화당한의원,0
동인한의원,0
김도형내과의원,0
삼성신경외과의원,0
